ลำดับ,ภูมิภาค,รหัสจังหวัด,จังหวัด (ไทย),จังหวัด (อังกฤษ),รหัสอำเภอ,อำเภอ/เขต (ไทย),อำเภอ/เขต (อังกฤษ),รหัสตำบล,ตำบล/แขวง (ไทย),ตำบล/แขวง (อังกฤษ),รหัสไปรษณีย์
1802,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3103,กระสัง,Krasang,310310,กันทรารมย์,Kanthararom,31160
1803,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3103,กระสัง,Krasang,310311,ศรีภูมิ,Si Phum,31160
1804,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310401,นางรอง,Nang Rong,31110
1805,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310403,สะเดา,Sadao,31110
1806,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310405,ชุมแสง,Chum Saeng,31110
1807,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310406,หนองโบสถ์,Nong Bot,31110
1808,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310408,หนองกง,Nong Kong,31110
1809,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310413,ถนนหัก,Thanon Hak,31110
1810,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310414,หนองไทร,Nong Sai,31110
1811,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310415,ก้านเหลือง,Kan Lueang,31110
1812,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310416,บ้านสิงห์,Ban Sing,31110
1813,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310417,ลำไทรโยง,Lam Sai Yong,31110
1814,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310418,ทรัพย์พระยา,Sap Phraya,31110
1815,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310424,หนองยายพิมพ์,Nong Yai Phim,31110
1816,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310425,หัวถนน,Hua Thanon,31110
1817,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310426,ทุ่งแสงทอง,Thung Saeng Thong,31110
1818,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3104,นางรอง,Nang Rong,310427,หนองโสน,Nong Sano,31110
1819,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3105,หนองกี่,Nong Ki,310501,หนองกี่,Nong Ki,31210
1820,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3105,หนองกี่,Nong Ki,310502,เย้ยปราสาท,Yoei Prasat,31210
1821,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3105,หนองกี่,Nong Ki,310503,เมืองไผ่,Mueang Phai,31210
1822,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3105,หนองกี่,Nong Ki,310504,ดอนอะราง,Don Arang,31210
1823,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3105,หนองกี่,Nong Ki,310505,โคกสว่าง,Khok Sawang,31210
1824,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3105,หนองกี่,Nong Ki,310506,ทุ่งกระตาดพัฒนา,Thung Kratat Phatthana,31210
1825,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3105,หนองกี่,Nong Ki,310507,ทุ่งกระเต็น,Thung Kraten,31210
1826,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3105,หนองกี่,Nong Ki,310508,ท่าโพธิ์ชัย,Tha Pho Chai,31210
1827,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3105,หนองกี่,Nong Ki,310509,โคกสูง,Khok Sung,31210
1828,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3105,หนองกี่,Nong Ki,310510,บุกระสัง,Bu Krasang,31210
1829,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3106,ละหานทราย,Lahan Sai,310601,ละหานทราย,Lahan Sai,31170
1830,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3106,ละหานทราย,Lahan Sai,310603,ตาจง,Ta Chong,31170
1831,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3106,ละหานทราย,Lahan Sai,310604,สำโรงใหม่,Samrong Mai,31170
1832,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3106,ละหานทราย,Lahan Sai,310607,หนองแวง,Nong Waeng,31170
1833,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3106,ละหานทราย,Lahan Sai,310610,หนองตะครอง,Nong Takhrong,31170
1834,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3106,ละหานทราย,Lahan Sai,310611,โคกว่าน,Khok Wan,31170
1835,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310701,ประโคนชัย,Prakhon Chai,31140
1836,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310702,แสลงโทน,Salaeng Thon,31140
1837,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310703,บ้านไทร,Ban Sai,31140
1838,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310705,ละเวี้ย,Lawia,31140
1839,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310706,จรเข้มาก,Chorakhe Mak,31140
1840,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310707,ปังกู,Pang Ku,31140
1841,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310708,โคกย่าง,Khok Yang,31140
1842,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310710,โคกม้า,Khok Ma,31140
1843,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310713,ไพศาล,Phaisan,31140
1844,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310714,ตะโกตาพิ,Tako Taphi,31140
1845,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310715,เขาคอก,Khao Khok,31140
1846,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310716,หนองบอน,Nong Bon,31140
1847,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310718,โคกมะขาม,Khok Makham,31140
1848,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310719,โคกตูม,Khok Tum,31140
1849,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310720,ประทัดบุ,Prathat Bu,31140
1850,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3107,ประโคนชัย,Prakhon Chai,310721,สี่เหลี่ยม,Si Liam,31140
1851,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3108,บ้านกรวด,Ban Kruat,310801,บ้านกรวด,Ban Kruat,31180
1852,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3108,บ้านกรวด,Ban Kruat,310802,โนนเจริญ,Non Charoen,31180
1853,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3108,บ้านกรวด,Ban Kruat,310803,หนองไม้งาม,Nong Mai Ngam,31180
1854,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3108,บ้านกรวด,Ban Kruat,310804,ปราสาท,Prasat,31180
1855,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3108,บ้านกรวด,Ban Kruat,310805,สายตะกู,Sai Taku,31180
1856,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3108,บ้านกรวด,Ban Kruat,310806,หินลาด,Hin Lat,31180
1857,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3108,บ้านกรวด,Ban Kruat,310807,บึงเจริญ,Bueng Charoen,31180
1858,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3108,บ้านกรวด,Ban Kruat,310808,จันทบเพชร,Chanthabophet,31180
1859,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3108,บ้านกรวด,Ban Kruat,310809,เขาดินเหนือ,Khao Din Nuea,31180
1860,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3109,พุทไธสง,Phutthaisong,310901,พุทไธสง,Phutthaisong,31120
1861,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3109,พุทไธสง,Phutthaisong,310902,มะเฟือง,Mafueang,31120
1862,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3109,พุทไธสง,Phutthaisong,310903,บ้านจาน,Ban Chan,31120
1863,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3109,พุทไธสง,Phutthaisong,310906,บ้านเป้า,Ban Pao,31120
1864,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3109,พุทไธสง,Phutthaisong,310907,บ้านแวง,Ban Waeng,31120
1865,ภาคตะวันออกเฉียงเหนือ,31,บุรีรัมย์,Buri Ram,3109,พุทไธสง,Phutthaisong,310909,บ้านยาง,Ban Yang,31120
